@RELATION TEST1

@ATTRIBUTE mutationId NUMERIC
@ATTRIBUTE elementId NUMERIC
@ATTRIBUTE displayed {0,1}
@ATTRIBUTE height NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE top NUMERIC
@ATTRIBUTE left NUMERIC
@ATTRIBUTE activatorTop NUMERIC
@ATTRIBUTE activatorLeft NUMERIC
@ATTRIBUTE distanceTop NUMERIC
@ATTRIBUTE distanceLeft NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE numberElements NUMERIC
@ATTRIBUTE elements_per_size NUMERIC
@ATTRIBUTE numberWords NUMERIC
@ATTRIBUTE textNodes NUMERIC
@ATTRIBUTE words_per_textNodes NUMERIC
@ATTRIBUTE table {0,1}
@ATTRIBUTE list {0,1}
@ATTRIBUTE input {0,1}
@ATTRIBUTE widgetName {0,1}
@ATTRIBUTE date {0,1}
@ATTRIBUTE img {0,1}
@ATTRIBUTE proportionNumbers NUMERIC
@ATTRIBUTE links80percent NUMERIC
@ATTRIBUTE Result {0,1}

@DATA
90,3,1,16,489,264,439,579,106,347,-127,-127,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
4,0,0,1256,0,97,661,189,442,123,-1,-1,31,0.00000000000000000000,22,11,2,0,0,0,1,0,0,0.0,0,0
40,744,0,0,0,0,0,83,1127,124,1184,-124,53,0.00000000000000000000,1462,103,14.1941747573,0,1,0,1,0,1,0.0,0,0
13,127,1,35,89,135,985,135,985,35,89,-35,4,0.00033291718684977100,8,8,1,0,0,0,0,0,0,0.0,0,0
19,1153,1,31,210,336,347,646,347,341,210,-210,5,0.00007086167800453520,16,9,1.7777777778,0,0,0,0,0,0,0.0,0,0
17,1155,1,31,210,398,347,584,347,217,210,-210,6,0.00007178750897343860,18,11,1.6363636364,0,0,0,0,0,0,0.0,0,0
10,77,1,9,9,637,835,361,352,-239,-283,-239,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
30,74,1,40,89,0,1304,0,1304,40,89,-40,15,0.00000000000000000000,7,7,1,0,0,0,0,0,0,0.0,0,0
196,158,1,200,40,356,332,66,815,-230,581,-230,2,0.00014044943820224700,48,4,12,0,0,0,0,0,0,0.0,0,0
199,6,1,398,858,157,333,66,1109,-31,840,-31,14,0.00010393004023577300,765,24,31.875,0,0,0,0,0,1,0.0,0,0
33,35,0,0,0,0,0,83,284,124,445,-124,1,0.00000000000000000000,63,3,21,0,0,0,0,0,0,0.0,0,0
5,0,0,1234,0,119,661,220,442,132,-1,-1,28,0.00000000000000000000,25,10,2.5,0,0,0,1,0,0,0.0,0,0
38,1322,0,0,0,0,0,83,907,124,1011,-124,1,0.00000000000000000000,66,2,33,0,0,0,1,0,0,0.0,0,0
137,457,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
39,1200,0,0,0,0,0,83,1027,124,1111,-124,47,0.00000000000000000000,1241,91,13.6373626374,0,1,0,1,0,1,0.0,0,0
98,369,0,0,0,0,0,78,741,122,876,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
183,89,0,500,1905,0,0,386,322,417,522,-417,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
202,66,1,39,39,1,965,1,413,39,-491,-39,2,0.05128205128205130000,1,1,1,0,0,0,1,0,0,0.0,0,0
182,96,1,22,22,659,1034,354,322,-274,-512,-274,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
36,1409,1,383,250,125,1366,83,702,-1,-591,-1,6,0.00019200000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
37,1530,0,0,0,0,0,83,790,124,892,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
85,165,1,25,300,1318,642,291,106,-995,-330,-330,0,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
12,120,0,360,755,0,0,419,352,456,552,-456,97,0.00000000000000000000,594,172,3.4534883721,0,1,0,0,0,1,0.0,1,0
198,608,1,60,98,66,815,66,1011,60,294,-60,1,0.00015460729746444000,39,3,13,0,0,0,0,0,0,0.0,0,0
108,33,0,359,1306,200,299,150,533,-10,325,-10,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
0,1,1,30,118,32,1334,32,1334,36,118,-36,1,0.00026483050847457600,1,1,1,0,0,0,0,0,0,0.0,0,0
17,1194,1,35,83,397,1369,584,347,218,-812,-218,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
9,50,0,0,0,0,0,336,347,367,557,-367,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
9,272,0,360,755,0,0,332,352,369,552,-369,130,0.00000000000000000000,707,238,2.9705882353,0,1,0,0,0,1,0.0,1,0
69,506,0,400,1002,217,12462,342,481,148,-11760,-148,2,0.00000919819347480155,0,0,0,0,0,0,0,0,1,0.0,0,0
137,368,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,5,1,5,0,0,0,0,0,0,0.0,0,0
1,54,1,68,113,0,0,0,0,68,113,-68,1,0.00000000000000000000,22,3,7.3333333333,0,0,0,0,0,0,0.0,0,0
16,91,0,360,755,0,0,535,352,572,552,-552,104,0.00000000000000000000,565,186,3.0376344086,0,1,0,0,0,1,0.0,1,0
72,1134,0,366,727,217,702,411,481,217,0,0,54,0.00034229425896462300,2913,100,29.13,0,1,0,0,0,1,0.0,0,0
209,3,0,360,770,299,352,299,352,41,200,-41,3,0.00001303044781305650,204,4,51,0,0,0,0,0,1,0.0,0,0
135,0,1,52,116,345,902,345,902,52,116,-52,17,0.00042478760619690200,9,5,1.8,0,1,0,1,0,1,0.0,0,0
8,26,1,31,218,96,501,127,501,62,218,-62,2,0.00009556574923547400,86,1,86,0,0,0,0,0,0,0.0,0,0
39,936,0,0,0,0,0,83,1027,124,1111,-124,57,0.00000000000000000000,1616,111,14.5585585586,0,1,0,1,0,1,0.0,0,0
10,1445,1,31,210,584,347,367,347,-186,210,-186,4,0.00003261578604044360,14,7,2,0,0,0,0,0,0,0.0,0,0
13,14,1,466,1210,305,347,460,347,186,210,-186,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
165,0,0,402,656,0,0,106,638,142,689,-142,3,0.00000000000000000000,10,3,3.3333333333,0,0,0,0,0,1,0.0,0,0
35,1548,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
164,81,0,0,0,0,0,106,548,142,607,-142,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
37,1323,1,442,1402,124,251,83,790,0,641,0,2049,0.01178615802310060000,57794,3897,14.8303823454,0,1,0,1,0,1,0.0,0,0
186,96,0,500,1905,0,0,479,322,510,522,-510,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
13,64,0,360,755,0,0,448,352,485,552,-485,121,0.00000000000000000000,662,220,3.0090909091,0,1,0,0,0,1,0.0,1,0
211,366,1,37,200,361,352,361,352,37,200,-37,6,0.00008310249307479230,117,9,13,0,0,0,0,0,0,0.0,0,0
54,328,0,0,0,0,0,589,30,612,246,-246,33,0.00000000000000000000,1465,61,24.0163934426,0,0,0,0,0,1,0.0,0,0
37,1562,0,0,0,0,0,83,790,124,892,-124,2,0.00000000000000000000,150,4,37.5,0,0,0,0,0,0,0.0,0,0
72,1132,0,366,727,217,702,411,481,217,0,0,49,0.00031060034609752800,2472,90,27.4666666667,0,1,0,0,0,1,0.0,0,0
59,23,1,29,29,567,1300,62,571,-482,-642,-482,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
38,1558,0,0,0,0,0,83,907,124,1011,-124,2,0.00000000000000000000,150,4,37.5,0,0,0,0,0,0,0.0,0,0
197,48,1,281,608,799,965,66,913,-673,46,-46,2,0.00000411698834068902,106,4,26.5,0,0,0,0,0,1,0.0,0,0
39,168,0,0,0,0,0,83,1027,124,1111,-124,1,0.00000000000000000000,63,3,21,0,0,0,0,0,0,0.0,0,0
137,422,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
66,1134,0,366,727,217,702,273,481,79,0,0,54,0.00034229425896462300,2913,100,29.13,0,1,0,0,0,1,0.0,0,0
37,1152,0,0,0,0,0,83,790,124,892,-124,40,0.00000000000000000000,1287,77,16.7142857143,0,1,0,1,0,1,0.0,0,0
209,0,1,9,9,637,835,299,352,-297,-283,-283,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
200,21,0,64,40,0,0,66,1173,126,1237,-126,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
137,385,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,6,1,6,0,0,0,0,0,0,0.0,0,0
37,1403,0,0,0,0,0,83,790,124,892,-124,6,0.00000000000000000000,127,10,12.7,0,0,0,0,0,1,0.0,0,0
137,332,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
112,4,0,364,1306,200,299,150,879,-10,667,-10,3,0.00001148545176110260,5,5,1,0,0,0,0,0,1,0.0,0,0
35,1555,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
37,360,0,0,0,0,0,83,790,124,892,-124,65,0.00000000000000000000,2176,127,17.1338582677,0,1,0,1,0,1,0.0,0,0
58,12,1,29,48,567,861,62,463,-482,-293,-293,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
35,1416,0,0,0,0,0,83,533,124,686,-124,6,0.00000000000000000000,124,10,12.4,0,0,0,0,0,1,0.0,0,0
9,339,1,35,83,361,1453,336,347,6,-896,-6,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
210,377,1,37,200,332,352,332,352,37,200,-37,6,0.00009036144578313250,153,9,17,0,0,0,0,0,0,0.0,0,0
197,445,1,398,858,157,333,66,913,-31,678,-31,2,0.00001484714860511040,116,4,29,0,0,0,0,0,1,0.0,0,0
16,72,0,51,972,0,0,111,531,148,667,-148,47,0.00000000000000000000,98,66,1.4848484848,0,1,0,0,0,0,0.0,0,0
49,353,1,23,216,441,30,464,30,46,216,-46,1,0.00001049802637104220,64,3,21.3333333333,0,0,0,0,0,0,0.0,0,0
137,81,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,6,1,6,0,0,0,0,0,0,0.0,0,0
137,26,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
97,58,1,7463,1905,78,0,78,606,44,741,-44,2951,0.01986001749781280000,37513,4556,8.2337576822,0,1,1,1,0,1,0.0,0,0
18,1193,1,35,83,397,1369,615,347,249,-812,-249,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
214,344,1,0,955,299,352,448,352,186,200,-186,1253,0.00438809994921991000,7079,2226,3.1801437556,0,1,0,0,0,1,0.0,1,0
9,347,1,35,83,433,1453,336,347,-66,-896,-66,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
77,5,1,29,29,567,530,547,484,6,169,-6,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
141,115,1,48,73,321,1156,321,1156,48,73,-48,1,0.00004267486023983270,41,1,41,0,0,0,0,0,0,0.0,0,0
85,167,1,18,18,1405,784,291,106,-1082,-472,-472,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
40,1323,1,38,102,83,790,83,1127,41,394,-41,1,0.00011811953697141500,39,3,13,0,0,0,0,0,0,0.0,0,0
34,240,0,0,0,0,0,83,461,124,517,-124,1,0.00000000000000000000,66,3,22,0,0,0,0,0,0,0.0,0,0
76,1110,0,366,727,217,702,503,481,309,0,0,54,0.00034229425896462300,2913,100,29.13,0,1,0,0,0,1,0.0,0,0
150,75,0,92,152,0,0,128,8,154,160,-154,6,0.00000000000000000000,9,7,1.2857142857,0,0,0,1,0,0,0.0,0,0
60,64,1,29,58,567,1024,180,1287,-351,405,-351,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
13,112,1,35,105,135,880,135,985,35,194,-35,4,0.00028218694885361600,8,8,1,0,0,0,0,0,0,0.0,0,0
137,145,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,5,2,2.5,0,0,0,0,0,0,0.0,0,0
97,75,0,0,0,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
191,661,0,500,852,0,0,635,322,666,522,-522,190,0.00000000000000000000,6609,345,19.1565217391,0,0,0,0,0,1,0.0,0,0
186,848,1,31,200,479,322,479,322,31,200,-31,5,0.00005219206680584550,136,8,17,0,0,0,0,0,0,0.0,0,0
35,1411,0,0,0,0,0,83,533,124,686,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
37,1349,1,38,84,83,1027,83,790,41,-135,-41,1,0.00014343086632243300,41,3,13.6666666667,0,0,0,0,0,0,0.0,0,0
136,4,0,134,214,0,0,345,1018,397,1105,-397,13,0.00000000000000000000,8,4,2,0,1,0,1,0,1,0.0,0,0
139,1,1,48,99,321,981,321,981,48,99,-48,40,0.00125869284747789000,834,39,21.3846153846,0,1,0,1,0,0,0.0,0,0
137,121,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
21,2,1,990,1920,0,0,19,1848,43,1908,-43,79,0.00000000000000000000,23,23,1,0,1,1,0,0,1,0.0,0,0
137,548,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
14,301,0,521,999,0,0,491,347,522,557,-522,200,0.00000000000000000000,144,144,1,0,0,0,0,0,1,0.0,0,0
61,862,0,400,1002,217,19468,399,473,218,-18972,-218,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
60,70,1,29,29,567,1300,180,1287,-351,129,-129,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
15,312,0,360,755,0,0,506,352,543,552,-543,71,0.00000000000000000000,441,124,3.5564516129,0,1,0,0,0,1,0.0,1,0
55,136,0,0,0,0,0,52,1496,96,1623,-96,46,0.00000000000000000000,2039,87,23.4367816092,0,0,0,0,0,1,0.0,0,0
164,801,0,0,0,0,0,106,548,142,607,-142,1,0.00000000000000000000,0,0,0,0,0,0,0,0,1,0.0,0,0
174,159,1,90,160,1043,322,0,1135,-1010,875,-875,7,0.00004194630872483220,212,11,19.2727272727,0,0,0,0,0,1,0.0,0,0
176,655,1,200,185,58,1366,0,1462,-25,186,-25,11,0.00102516309412861000,79,15,5.2666666667,0,1,0,0,0,0,0.0,0,0
96,59,0,0,0,0,0,78,482,122,606,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
12,356,1,90,90,536,1184,419,352,-80,-632,-80,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
194,236,0,398,858,157,333,66,625,-31,390,-31,10,0.00007423574302555190,554,18,30.7777777778,0,0,0,0,0,1,0.0,0,0
35,1553,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
61,14,1,29,28,567,908,399,473,-132,-412,-132,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
34,1546,1,31,311,137,958,83,461,-13,-441,-13,1,0.00002347032177811160,20,3,6.6666666667,0,0,0,0,0,0,0.0,0,0
34,1392,0,0,0,0,0,83,461,124,517,-124,6,0.00000000000000000000,127,10,12.7,0,0,0,0,0,1,0.0,0,0
139,0,1,48,79,321,902,321,981,48,178,-48,48,0.00189281911747309000,972,47,20.6808510638,0,1,0,1,0,0,0.0,0,0
16,1176,1,31,210,739,347,553,347,-155,210,-155,6,0.00003866228494104000,18,11,1.6363636364,0,0,0,0,0,0,0.0,0,0
200,352,1,398,858,555,333,66,1173,-429,904,-429,2,0.00000420000420000420,116,4,29,0,0,0,0,0,1,0.0,0,0
52,136,0,525,499,0,0,543,30,566,246,-246,46,0.00000000000000000000,2039,87,23.4367816092,0,0,0,0,0,1,0.0,0,0
206,0,1,9,9,637,852,1,1283,-597,516,-516,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
188,101,1,22,22,659,893,542,322,-86,-371,-86,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
164,45,0,0,0,0,0,106,548,142,607,-142,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
97,1070,1,6,6,699,729,78,606,-577,12,-12,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
18,3,1,18,18,745,934,615,347,-99,-377,-99,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
137,17,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
189,284,0,500,1905,0,0,573,322,604,522,-522,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
212,358,1,37,200,390,352,390,352,37,200,-37,6,0.00007692307692307690,105,9,11.6666666667,0,0,0,0,0,0,0.0,0,0
137,333,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,6,2,3,0,0,0,0,0,0,0.0,0,0
34,1248,0,0,0,0,0,83,461,124,517,-124,52,0.00000000000000000000,1430,101,14.1584158416,0,1,0,1,0,1,0.0,0,0
192,46,0,500,1905,0,0,666,322,697,522,-522,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
194,34,0,398,858,157,333,66,625,-31,390,-31,7,0.00005196502011788640,367,11,33.3636363636,0,0,0,0,0,1,0.0,0,0
70,18,1,29,29,567,1080,365,481,-179,-378,-179,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
52,16,0,525,499,0,0,543,30,566,246,-246,43,0.00000000000000000000,1704,78,21.8461538462,0,0,0,0,0,1,0.0,0,0
74,694,0,380,800,217,14070,457,481,263,-13368,-263,25,0.00014400921658986200,307,42,7.3095238095,0,0,0,0,0,1,0.0,0,0
17,114,0,360,770,299,352,564,352,302,200,-200,3,0.00001303044781305650,204,4,51,0,0,0,0,0,1,0.0,0,0
34,1104,0,0,0,0,0,83,461,124,517,-124,40,0.00000000000000000000,657,76,8.6447368421,0,1,0,1,0,1,0.0,0,0
196,0,0,100,1226,1684,333,66,815,-1558,580,-580,1,0.00000048435907669535,38,2,19,0,0,0,0,0,1,0.0,0,0
37,1564,0,0,0,0,0,83,790,124,892,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
94,26,0,448,350,0,0,0,459,85,573,-85,33,0.00000000000000000000,68,35,1.9428571429,0,1,0,0,0,1,0.0,0,0
96,77,0,0,0,0,0,78,482,122,606,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
207,69,1,39,85,1,1283,1,1368,39,160,-39,10,0.11764705882352900000,4,4,1,0,0,0,1,0,0,0.0,0,0
52,256,0,525,499,0,0,543,30,566,246,-246,58,0.00000000000000000000,2859,111,25.7567567568,0,0,0,0,0,1,0.0,0,0
68,1140,0,366,727,217,702,319,481,125,0,0,58,0.00036764938925829900,3058,108,28.3148148148,0,1,0,0,0,1,0.0,0,0
137,515,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,6,1,6,0,0,0,0,0,0,0.0,0,0
69,707,0,390,1002,217,14466,342,481,148,-13764,-148,2,0.00000919819347480155,0,0,0,0,0,0,0,0,1,0.0,0,0
39,528,0,0,0,0,0,83,1027,124,1111,-124,50,0.00000000000000000000,1344,97,13.8556701031,0,1,0,1,0,1,0.0,0,0
69,1019,0,366,727,217,702,342,481,148,0,0,47,0.00029792278095069100,2605,86,30.2906976744,0,1,0,0,0,1,0.0,0,0
21,912,0,465,999,0,0,708,347,739,557,-557,165,0.00000000000000000000,118,118,1,0,0,0,0,0,1,0.0,0,0
186,170,1,22,22,659,964,479,322,-149,-442,-149,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
40,816,0,0,0,0,0,83,1127,124,1184,-124,48,0.00000000000000000000,1285,93,13.8172043011,0,1,0,1,0,1,0.0,0,0
97,61,0,0,0,7585,0,78,606,-7463,741,-741,1,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
137,283,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,6,2,3,0,0,0,0,0,0,0.0,0,0
137,538,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,6,1,6,0,0,0,0,0,0,0.0,0,0
34,1596,0,0,0,0,0,83,461,124,517,-124,2,0.00000000000000000000,150,4,37.5,0,0,0,0,0,0,0.0,0,0
21,241,0,465,999,0,0,708,347,739,557,-557,90,0.00000000000000000000,46,46,1,0,0,0,0,0,1,0.0,0,0
72,25,1,29,28,567,1405,411,481,-133,-703,-133,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
75,1158,0,380,800,217,12462,480,481,286,-11760,-286,26,0.00014976958525345600,321,44,7.2954545455,0,0,0,0,0,1,0.0,0,0
37,1428,0,0,0,0,0,83,790,124,892,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
56,400,0,0,0,0,0,70,1623,96,1723,-96,40,0.00000000000000000000,1813,74,24.5,0,0,0,0,0,1,0.0,0,0
11,1160,1,31,210,739,347,398,347,-310,210,-210,6,0.00003866228494104000,18,11,1.6363636364,0,0,0,0,0,0,0.0,0,0
98,46,1,368,622,354,-197,78,741,-232,1073,-232,13,0.00005904045633731180,257,23,11.1739130435,0,0,0,0,0,1,0.0,0,0
14,7,0,466,1210,305,347,491,347,217,210,-210,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
37,1542,0,0,0,0,0,83,790,124,892,-124,2,0.00000000000000000000,149,4,37.25,0,0,0,0,0,0,0.0,0,0
8,68,1,4953,1905,0,0,299,352,340,552,-340,2846,0.00000000000000000000,30954,4528,6.836130742,0,1,1,1,0,1,0.0,0,0
97,1698,1,44,135,78,606,78,606,44,135,-44,3,0.00028490028490028500,81,5,16.2,0,0,0,0,0,0,0.0,0,0
22,1182,1,31,210,739,347,739,347,31,210,-31,6,0.00003866228494104000,18,11,1.6363636364,0,0,0,0,0,0,0.0,0,0
9,27,0,465,999,0,0,336,347,367,557,-367,90,0.00000000000000000000,46,46,1,0,0,0,0,0,1,0.0,0,0
66,1133,0,366,727,217,702,273,481,79,0,0,50,0.00031693912867094700,2225,92,24.1847826087,0,1,0,0,0,1,0.0,0,0
35,624,0,681,1402,0,0,83,533,124,686,-124,54,0.00000000000000000000,1551,105,14.7714285714,0,1,0,1,0,1,0.0,0,0
203,79,1,101,267,41,857,1,1014,-1,268,-1,2,0.00018269845619804500,2,2,1,0,0,0,0,0,0,0.0,0,0
188,235,1,22,22,659,964,542,322,-86,-442,-86,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
20,980,0,499,999,0,0,677,347,708,557,-557,205,0.00000000000000000000,143,143,1,0,0,0,0,0,1,0.0,0,0
98,322,1,368,622,354,-302,78,741,-232,1178,-232,22,0.00009991461841698910,489,39,12.5384615385,0,1,0,0,0,1,0.0,0,0
199,190,0,100,1226,1684,333,66,1109,-1558,840,-840,1,0.00000048435907669535,38,2,19,0,0,0,0,0,1,0.0,0,0
198,610,1,60,64,66,1109,66,1011,60,0,0,1,0.00023674242424242400,39,3,13,0,0,0,0,0,0,0.0,0,0
9,0,1,466,210,305,347,336,347,62,210,-62,2635,0.04113973458235750000,1984,1879,1.0558807877,0,0,0,0,0,1,0.0,0,0
35,1575,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,150,4,37.5,0,0,0,0,0,0,0.0,0,0
16,3,1,18,18,745,934,553,347,-161,-377,-161,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
137,305,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
14,197,0,360,755,0,0,477,352,514,552,-514,114,0.00000000000000000000,671,206,3.2572815534,0,1,0,0,0,1,0.0,1,0
137,418,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,5,2,2.5,0,0,0,0,0,0,0.0,0,0
137,328,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
20,0,1,18,18,745,868,677,347,-37,-311,-37,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
44,16,0,525,499,0,0,349,30,372,246,-246,43,0.00000000000000000000,1704,78,21.8461538462,0,0,0,0,0,1,0.0,0,0
72,14,1,29,49,567,936,411,481,-133,-234,-133,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
176,654,1,200,301,58,1065,0,1462,-25,487,-25,13,0.00074464428915110600,63,15,4.2,0,1,0,0,0,0,0.0,0,0
40,1318,1,43,1366,81,266,83,1127,43,918,-43,38,0.00034343762991884000,1450,76,19.0789473684,0,1,0,1,0,0,0.0,0,0
54,476,0,0,0,0,0,589,30,612,246,-246,34,0.00000000000000000000,1361,64,21.265625,0,0,0,0,0,1,0.0,0,0
3,2,1,59,108,6,433,6,1268,59,921,-59,2,0.00308641975308642000,8,3,2.6666666667,0,0,0,0,0,0,0.0,0,0
190,506,0,57,96,0,0,604,322,636,522,-522,3,0.00000000000000000000,151,7,21.5714285714,0,0,0,1,0,0,0.0,0,0
72,8,1,29,57,567,694,411,481,-133,8,-8,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
38,1343,1,38,161,83,284,83,907,41,727,-41,1,0.00007483349547257350,41,3,13.6666666667,0,0,0,0,0,0,0.0,0,0
51,64,0,525,499,0,0,520,30,543,246,-246,29,0.00000000000000000000,1089,53,20.5471698113,0,0,0,0,0,1,0.0,0,0
212,144,0,360,755,0,0,390,352,427,552,-427,112,0.00000000000000000000,625,202,3.0940594059,0,1,0,0,0,1,0.0,1,0
193,19,0,343,1240,0,0,66,527,126,625,-126,85,0.00000000000000000000,961,150,6.4066666667,0,0,0,0,0,1,0.0,0,0
180,291,1,90,160,1043,650,292,322,-720,-128,-128,7,0.00004194630872483220,212,11,19.2727272727,0,0,0,0,0,1,0.0,0,0
187,22,0,500,1905,0,0,510,322,541,522,-522,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
189,144,1,90,488,1043,322,573,322,-439,200,-200,51,0.00010019961334737400,1449,77,18.8181818182,0,0,0,0,0,1,0.0,0,0
21,1137,1,134,168,478,1368,708,347,261,-811,-261,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
57,600,0,509,340,0,0,70,1723,96,1791,-96,42,0.00000000000000000000,937,68,13.7794117647,0,0,0,0,0,1,0.0,0,0
36,1176,0,0,0,0,0,83,702,124,775,-124,55,0.00000000000000000000,1581,107,14.7757009346,0,1,0,1,0,1,0.0,0,0
137,427,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,5,2,2.5,0,0,0,0,0,0,0.0,0,0
16,1173,1,31,210,646,347,553,347,-62,210,-62,3,0.00002211410880141530,12,5,2.4,0,0,0,0,0,0,0.0,0,0
