@RELATION TEST1

@ATTRIBUTE mutationId NUMERIC
@ATTRIBUTE elementId NUMERIC
@ATTRIBUTE displayed {0,1}
@ATTRIBUTE height NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE top NUMERIC
@ATTRIBUTE left NUMERIC
@ATTRIBUTE activatorTop NUMERIC
@ATTRIBUTE activatorLeft NUMERIC
@ATTRIBUTE distanceTop NUMERIC
@ATTRIBUTE distanceLeft NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE numberElements NUMERIC
@ATTRIBUTE elements_per_size NUMERIC
@ATTRIBUTE numberWords NUMERIC
@ATTRIBUTE textNodes NUMERIC
@ATTRIBUTE words_per_textNodes NUMERIC
@ATTRIBUTE table {0,1}
@ATTRIBUTE list {0,1}
@ATTRIBUTE input {0,1}
@ATTRIBUTE widgetName {0,1}
@ATTRIBUTE date {0,1}
@ATTRIBUTE img {0,1}
@ATTRIBUTE proportionNumbers NUMERIC
@ATTRIBUTE links80percent NUMERIC
@ATTRIBUTE Result {0,1}

@DATA
46,136,0,525,499,0,0,395,30,418,246,-246,46,0.00000000000000000000,2039,87,23.4367816092,0,0,0,0,0,1,0.0,0,0
34,1056,0,0,0,0,0,83,461,124,517,-124,39,0.00000000000000000000,1303,75,17.3733333333,0,1,0,1,0,1,0.0,0,0
54,232,0,0,0,0,0,589,30,612,246,-246,33,0.00000000000000000000,1529,60,25.4833333333,0,0,0,0,0,1,0.0,0,0
66,14,1,29,42,567,821,273,481,-271,-119,-119,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
97,991,0,0,0,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
97,550,0,368,622,354,2807,78,606,-232,-2066,-232,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
95,25,0,16,16,0,0,78,306,122,482,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
13,0,1,13,79,1775,1421,135,985,-1605,-347,-347,0,0.00000000000000000000,3,1,3,0,0,0,0,0,0,1.0,0,0
33,110,0,0,0,0,0,83,284,124,445,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
76,599,0,390,1002,217,12664,503,481,309,-11962,-309,2,0.00000919819347480155,0,0,0,0,0,0,0,0,1,0.0,0,0
179,346,1,22,22,659,964,261,322,-366,-442,-366,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
137,488,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
97,786,0,0,0,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
36,1408,0,0,0,0,0,83,702,124,775,-124,6,0.00000000000000000000,127,10,12.7,0,0,0,0,0,1,0.0,0,0
14,983,0,465,999,0,0,491,347,522,557,-522,186,0.00000000000000000000,145,145,1,0,0,0,0,0,1,0.0,0,0
44,184,0,525,499,0,0,349,30,372,246,-246,43,0.00000000000000000000,1496,76,19.6842105263,0,0,0,0,0,1,0.0,0,0
150,73,1,26,152,128,8,128,8,26,152,-26,1,0.00005139802631578950,1,1,1,0,0,0,1,0,0,0.0,0,0
174,291,1,32,74,0,860,0,1135,33,337,-33,6,0.00000000000000000000,223,11,20.2727272727,0,0,0,1,0,0,0.0,0,0
212,22,0,360,770,299,352,390,352,128,200,-128,3,0.00001303044781305650,204,4,51,0,0,0,0,0,1,0.0,0,0
137,269,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
37,1431,0,0,0,0,0,83,790,124,892,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
97,678,0,16,16,668,2205,78,606,-546,-1464,-546,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
194,457,1,12,12,523,788,66,625,-397,-65,-65,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
143,9,0,90,46,0,0,50,491,67,583,-67,0,0.00000000000000000000,5,1,5,0,0,0,0,0,0,0.0,0,0
195,268,0,398,858,157,333,66,723,-31,482,-31,7,0.00005196502011788640,367,11,33.3636363636,0,0,0,0,0,1,0.0,0,0
70,21,1,29,54,567,1206,365,481,-179,-504,-179,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
1,34,0,922,318,68,-320,0,0,0,433,0,13,0.00060118386977432500,177,25,7.08,0,0,0,0,0,0,0.0,0,0
137,386,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
213,93,0,360,755,0,0,419,352,456,552,-456,104,0.00000000000000000000,565,186,3.0376344086,0,1,0,0,0,1,0.0,1,0
16,1174,1,31,210,677,347,553,347,-93,210,-93,5,0.00003516916367728780,16,9,1.7777777778,0,0,0,0,0,0,0.0,0,0
15,1,1,9,9,637,835,506,352,-94,-283,-94,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
55,208,0,0,0,0,0,52,1496,96,1623,-96,33,0.00000000000000000000,1455,61,23.8524590164,0,0,0,0,0,1,0.0,0,0
19,1203,1,134,168,613,1368,646,347,64,-811,-64,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
96,347,1,166,311,521,630,78,482,-399,-24,-24,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
12,144,0,360,755,0,0,419,352,456,552,-456,112,0.00000000000000000000,625,202,3.0940594059,0,1,0,0,0,1,0.0,1,0
11,4,0,96,66,0,0,135,781,170,880,-170,6,0.00000000000000000000,13,13,1,0,0,0,1,0,0,0.0,0,0
199,17,1,12,12,1043,1269,66,1109,-917,-96,-96,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
18,280,0,360,755,0,0,593,352,630,552,-552,112,0.00000000000000000000,625,202,3.0940594059,0,1,0,0,0,1,0.0,1,0
5,33,1,9,9,637,818,1,1283,-597,550,-550,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
167,48,1,36,88,106,689,106,777,36,237,-36,37,0.00396655231560892000,509,18,28.2777777778,0,1,0,0,0,1,0.0,0,0
114,65,1,21,17,520,1496,150,1037,-330,-338,-330,1,0.00011312217194570100,0,0,0,0,0,0,0,0,0,0.0,0,0
15,3,1,18,18,745,934,522,347,-192,-377,-192,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
185,16,1,275,488,759,322,448,322,-280,200,-200,7,0.00001889889630445580,91,11,8.2727272727,0,0,0,0,0,1,0.0,0,0
68,1152,0,380,800,217,13464,319,481,125,-12762,-125,26,0.00014976958525345600,321,44,7.2954545455,0,0,0,0,0,1,0.0,0,0
185,47,1,22,22,659,928,448,322,-180,-406,-180,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
191,3,1,22,22,659,928,635,322,7,-406,-7,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
15,355,0,465,999,0,0,522,347,553,557,-553,165,0.00000000000000000000,118,118,1,0,0,0,0,0,1,0.0,0,0
137,80,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,6,1,6,0,0,0,0,0,0,0.0,0,0
59,16,1,29,41,567,984,62,571,-482,-326,-326,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
37,120,0,0,0,0,0,83,790,124,892,-124,1,0.00000000000000000000,65,3,21.6666666667,0,0,0,0,0,0,0.0,0,0
205,41,1,9,9,637,818,1,1198,-597,465,-465,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
35,168,0,0,0,0,0,83,533,124,686,-124,1,0.00000000000000000000,65,3,21.6666666667,0,0,0,0,0,0,0.0,0,0
37,1566,0,0,0,0,0,83,790,124,892,-124,2,0.00000000000000000000,150,4,37.5,0,0,0,0,0,0,0.0,0,0
34,1080,0,0,0,0,0,83,461,124,517,-124,48,0.00000000000000000000,1285,93,13.8172043011,0,1,0,1,0,1,0.0,0,0
35,216,0,0,0,0,0,83,533,124,686,-124,1,0.00000000000000000000,66,3,22,0,0,0,0,0,0,0.0,0,0
16,0,0,312,659,0,0,158,561,189,779,-189,323,0.00000000000000000000,1121,236,4.75,0,1,0,1,0,0,0.0,0,0
38,696,0,0,0,0,0,83,907,124,1011,-124,25,0.00000000000000000000,515,47,10.9574468085,0,1,0,1,0,1,0.0,0,0
194,4,0,398,858,-241,333,66,625,367,390,-367,14,-0.00006770546189633330,765,24,31.875,0,0,0,0,0,1,0.0,0,0
71,15,1,29,48,567,861,388,481,-156,-159,-156,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
208,58,1,39,111,1,1014,1,1443,39,538,-39,12,0.10810810810810800000,5,5,1,0,0,0,1,0,0,0.0,0,0
199,277,1,12,12,523,756,66,1109,-397,417,-397,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
186,23,1,275,488,759,322,479,322,-249,200,-200,12,0.00003239810795049570,200,20,10,0,0,0,0,0,1,0.0,0,0
76,18,1,29,41,567,984,503,481,-41,-282,-41,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
34,1419,0,0,0,0,0,83,461,124,517,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
18,11,1,466,1210,305,347,615,347,341,210,-210,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
151,73,1,26,152,128,159,128,159,26,152,-26,1,0.00005139802631578950,1,1,1,0,0,0,1,0,0,0.0,0,0
137,391,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
33,8,0,395,1402,0,0,83,284,124,445,-124,244,0.00000000000000000000,6748,459,14.7015250545,0,1,0,1,0,1,0.0,0,0
86,630,0,6080,1905,0,0,355,106,387,312,-312,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
38,1418,1,408,250,125,1366,83,907,-1,-355,-1,6,0.00019200000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
97,905,0,0,0,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
38,1539,1,31,311,412,629,83,907,-288,382,-288,1,0.00000780445165922642,20,3,6.6666666667,0,0,0,0,0,0,0.0,0,0
6,12,1,466,1210,305,347,49,1385,-226,1124,-226,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
198,27,0,12,12,921,724,66,1011,-795,385,-385,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
198,26,0,12,12,921,852,66,1011,-795,257,-257,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
36,960,0,0,0,0,0,83,702,124,775,-124,39,0.00000000000000000000,1303,75,17.3733333333,0,1,0,1,0,1,0.0,0,0
200,190,0,100,1226,1684,333,66,1173,-1558,904,-904,1,0.00000048435907669535,38,2,19,0,0,0,0,0,1,0.0,0,0
175,84,0,500,1905,0,0,0,1388,33,1462,-33,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
33,60,1,0,1905,80,0,83,284,44,445,-44,0,0.00000000000000000000,9,1,9,0,0,0,0,0,0,0.0,0,0
39,432,0,0,0,0,0,83,1027,124,1111,-124,42,0.00000000000000000000,1057,81,13.049382716,0,1,0,1,0,1,0.0,0,0
137,108,0,0,0,0,0,345,1105,397,1232,-397,2,0.00000000000000000000,5,2,2.5,0,0,0,0,0,0,0.0,0,0
77,1239,0,366,727,217,702,547,484,356,-3,-3,53,0.00033595547639120400,2803,98,28.6020408163,0,1,0,0,0,1,0.0,0,0
4,58,1,39,111,1,1014,1,1198,39,269,-39,12,0.10810810810810800000,5,5,1,0,0,0,1,0,0,0.0,0,0
60,57,1,29,44,567,751,180,1287,-351,678,-351,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
137,67,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
194,329,1,796,858,157,333,66,625,-31,390,-31,87,0.00064585096432230200,4402,145,30.3586206897,0,1,0,0,0,1,0.0,0,0
34,1200,0,0,0,0,0,83,461,124,517,-124,61,0.00000000000000000000,2022,119,16.9915966387,0,1,0,1,0,1,0.0,0,0
74,1001,1,23,221,457,481,457,481,23,221,-23,50,0.00049506420982801500,2185,89,24.5505617978,0,1,0,1,0,1,0.0,0,0
0,30,1,13,13,444,1044,32,1334,-376,408,-376,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
15,331,0,499,999,0,0,522,347,553,557,-553,205,0.00000000000000000000,143,143,1,0,0,0,0,0,1,0.0,0,0
76,23,1,29,54,567,1206,503,481,-41,-504,-41,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
109,44,0,364,1306,200,299,150,624,-10,413,-10,3,0.00001148545176110260,5,5,1,0,0,0,0,0,1,0.0,0,0
145,0,1,713,1904,16,8,84,89,89,219,-89,23,0.00075498949579831900,50,29,1.724137931,0,0,0,1,0,1,0.0,0,0
191,914,0,500,852,0,0,635,322,666,522,-522,190,0.00000000000000000000,6614,344,19.226744186,0,0,0,0,0,1,0.0,0,0
57,520,0,527,240,0,0,70,1723,96,1791,-96,828,0.00000000000000000000,35492,1500,23.6613333333,0,0,0,0,0,1,0.0,0,0
35,720,0,0,0,0,0,83,533,124,686,-124,42,0.00000000000000000000,1058,81,13.0617283951,0,1,0,1,0,1,0.0,0,0
38,1592,0,0,0,0,0,83,907,124,1011,-124,2,0.00000000000000000000,151,4,37.75,0,0,0,0,0,0,0.0,0,0
1,47,0,922,318,68,-320,0,0,0,433,0,16,0.00073991860895301500,298,33,9.0303030303,0,0,0,0,0,0,0.0,0,0
97,955,1,333,311,354,319,78,606,-232,422,-232,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
10,586,0,465,999,0,0,367,347,398,557,-398,171,0.00000000000000000000,112,112,1,0,0,0,0,0,1,0.0,0,0
164,198,0,0,0,0,0,106,548,142,607,-142,1,0.00000000000000000000,0,0,0,0,0,0,0,0,1,0.0,0,0
5,2,1,31,218,189,442,220,442,62,218,-62,1,0.00002427066647250130,4,1,4,0,0,0,0,0,0,0.0,0,0
4,8,0,40,106,0,0,1,1198,40,1283,-40,3,0.00000000000000000000,1,1,1,0,0,0,1,0,0,0.0,0,0
34,1515,1,248,329,137,629,83,461,-13,-112,-13,16,0.00035497969959842900,263,39,6.7435897436,0,0,0,0,0,0,0.0,0,0
3,14,0,466,1210,305,347,49,347,-226,96,-96,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
86,88,1,84,300,1313,642,355,106,-926,-330,-330,2,0.00000507743082000508,25,5,5,0,0,0,0,0,0,0.0,0,0
46,64,0,525,499,0,0,395,30,418,246,-246,29,0.00000000000000000000,1089,53,20.5471698113,0,0,0,0,0,1,0.0,0,0
34,456,1,289,987,137,629,83,461,-13,-112,-13,37,0.00027363018510712300,667,71,9.3943661972,0,1,0,1,0,1,0.0,0,0
137,430,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
70,4,1,29,29,567,502,365,481,-179,200,-179,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
37,816,0,736,1402,0,0,83,790,124,892,-124,58,0.00000000000000000000,1981,113,17.5309734513,0,1,0,1,0,1,0.0,0,0
35,1543,1,31,311,259,958,83,533,-135,-272,-135,1,0.00001241480341158800,19,3,6.3333333333,0,0,0,0,0,0,0.0,0,0
19,1197,1,35,83,433,1369,646,347,244,-812,-244,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
37,1418,0,0,0,0,0,83,790,124,892,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
190,246,1,90,160,1043,650,604,322,-407,-128,-128,7,0.00004194630872483220,212,11,19.2727272727,0,0,0,0,0,1,0.0,0,0
196,260,0,398,858,-241,333,66,815,367,580,-367,2,-0.00000967220884233332,82,3,27.3333333333,0,0,0,0,0,1,0.0,0,0
34,1530,1,31,311,137,629,83,461,-13,-112,-13,1,0.00002347032177811160,19,3,6.3333333333,0,0,0,0,0,0,0.0,0,0
9,2,0,521,999,0,0,336,347,367,557,-367,181,0.00000000000000000000,119,119,1,0,0,0,0,0,1,0.0,0,0
40,216,0,0,0,0,0,83,1127,124,1184,-124,1,0.00000000000000000000,63,3,21,0,0,0,0,0,0,0.0,0,0
209,82,1,39,73,1,1125,299,352,339,-573,-339,11,0.15068493150684900000,3,3,1,0,0,0,1,0,0,0.0,0,0
0,31,1,13,13,444,1065,32,1334,-376,387,-376,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
179,134,1,90,488,1043,322,261,322,-750,200,-200,51,0.00010019961334737400,1449,77,18.8181818182,0,0,0,0,0,1,0.0,0,0
16,9,0,466,1210,305,347,553,347,279,210,-210,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
195,233,1,12,12,523,724,66,723,-397,91,-91,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
194,15,0,64,40,0,0,66,625,126,723,-126,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
188,163,0,500,1905,0,0,542,322,573,522,-522,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
21,1099,1,31,210,646,347,708,347,93,210,-93,3,0.00002211410880141530,12,5,2.4,0,0,0,0,0,0,0.0,0,0
159,0,1,29,150,113,310,117,223,27,0,0,3,0.00017699115044247800,7,3,2.3333333333,0,0,0,0,0,0,0.0,0,0
35,1571,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,151,4,37.75,0,0,0,0,0,0,0.0,0,0
35,1565,0,0,0,0,0,83,533,124,686,-124,2,0.00000000000000000000,148,4,37,0,0,0,0,0,0,0.0,0,0
189,19,1,22,22,659,858,573,322,-55,-336,-55,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
137,428,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
189,687,0,500,852,0,0,573,322,604,522,-522,187,0.00000000000000000000,6241,333,18.7417417417,0,0,0,0,0,1,0.0,0,0
97,79,0,0,0,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
195,382,0,288,1240,0,0,66,723,126,815,-126,66,0.00000000000000000000,122,80,1.525,0,0,0,0,0,0,0.0,0,0
36,1410,0,0,0,0,0,83,702,124,775,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
116,3,1,4217,1905,0,0,50,487,87,613,-87,5318,0.00000000000000000000,17880,6346,2.817522849,1,1,1,1,0,1,0.0,0,0
10,364,1,90,90,536,1184,361,352,-138,-632,-138,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
213,354,1,90,90,431,1184,419,352,25,-632,-25,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
213,345,1,360,200,299,352,419,352,157,200,-157,84,0.00140468227424749000,1376,108,12.7407407407,0,0,0,0,0,0,0.0,0,0
22,1169,1,31,210,336,347,739,347,434,210,-210,5,0.00007086167800453520,16,9,1.7777777778,0,0,0,0,0,0,0.0,0,0
39,1432,0,0,0,0,0,83,1027,124,1111,-124,6,0.00000000000000000000,125,10,12.5,0,0,0,0,0,1,0.0,0,0
55,448,0,0,0,0,0,52,1496,96,1623,-96,32,0.00000000000000000000,1374,60,22.9,0,0,0,0,0,1,0.0,0,0
20,1195,1,35,83,397,1453,677,347,311,-896,-311,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
38,1272,0,395,1402,0,0,83,907,124,1011,-124,244,0.00000000000000000000,6748,459,14.7015250545,0,1,0,1,0,1,0.0,0,0
108,34,1,364,1306,200,299,150,533,-10,325,-10,24,0.00009188361408882080,37,37,1,0,0,0,0,0,1,0.0,0,0
137,559,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
38,89,1,23,216,178,30,201,30,46,216,-46,1,0.00002600915522263840,64,3,21.3333333333,0,0,0,0,0,0,0.0,0,0
106,33,1,364,1306,200,299,150,299,-10,156,-10,24,0.00009188361408882080,37,37,1,0,0,0,0,0,1,0.0,0,0
3,3,1,18,18,745,890,49,347,-666,-447,-447,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
3,61,1,39,85,1,1283,1,1125,39,-85,-39,7,0.08235294117647060000,2,2,1,0,0,0,1,0,0,0.0,0,0
179,133,0,90,160,1043,-169,261,322,-750,691,-691,7,0.00004194630872483220,213,11,19.3636363636,0,0,0,0,0,1,0.0,0,0
14,45,1,9,9,637,801,477,352,-123,-249,-123,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,1.0,0,0
137,270,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
137,250,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,4,1,4,0,0,0,0,0,0,0.0,0,0
123,24,1,46,124,96,747,96,871,46,281,-46,23,0.00193212365591398000,84,41,2.0487804878,0,0,0,1,0,0,0.0,0,0
74,1125,0,366,727,217,702,457,481,263,0,0,52,0.00032961669381778500,3327,96,34.65625,0,1,0,0,0,1,0.0,0,0
13,1176,1,35,83,397,1369,460,347,94,-812,-94,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
44,136,0,525,499,0,0,349,30,372,246,-246,46,0.00000000000000000000,2039,87,23.4367816092,0,0,0,0,0,1,0.0,0,0
197,480,0,343,1240,0,0,66,913,126,1011,-126,82,0.00000000000000000000,805,140,5.75,0,0,0,0,0,1,0.0,0,0
77,1235,0,366,727,217,702,547,484,356,-3,-3,43,0.00027256765065701500,2251,78,28.858974359,0,1,0,0,0,1,0.0,0,0
164,463,0,0,0,0,0,106,548,142,607,-142,1,0.00000000000000000000,0,0,0,0,0,0,0,0,1,0.0,0,0
114,0,1,364,1306,200,299,150,1037,-10,859,-10,3,0.00001148545176110260,5,5,1,0,0,0,0,0,1,0.0,0,0
12,12,0,466,1210,305,347,429,347,155,210,-155,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
15,120,0,360,755,0,0,506,352,543,552,-543,97,0.00000000000000000000,594,172,3.4534883721,0,1,0,0,0,1,0.0,1,0
96,49,0,0,0,0,0,78,482,122,606,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
14,0,1,13,79,1775,1421,135,1137,-1605,-190,-190,0,0.00000000000000000000,3,1,3,0,0,0,0,0,0,1.0,0,0
38,1541,1,31,311,443,629,83,907,-319,382,-319,1,0.00000725831621580426,20,3,6.6666666667,0,0,0,0,0,0,0.0,0,0
184,50,1,40,300,1143,433,417,322,-694,89,-89,2,0.00000583260425780111,61,5,12.2,0,0,0,0,0,0,0.0,0,0
36,1578,0,0,0,0,0,83,702,124,775,-124,2,0.00000000000000000000,149,4,37.25,0,0,0,0,0,0,0.0,0,0
15,8,1,466,1210,305,347,522,347,248,210,-210,3,0.00000812897981303346,6,6,1,0,0,0,0,0,1,0.0,0,0
1,53,1,39,61,1,352,1,413,39,122,-39,47,0.77049180327868800000,14,14,1,0,0,0,1,0,0,0.0,0,0
18,557,0,465,999,0,0,615,347,646,557,-557,168,0.00000000000000000000,115,115,1,0,0,0,0,0,1,0.0,0,0
97,677,0,333,311,354,2185,78,606,-232,-1444,-232,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
72,1137,0,366,727,217,702,411,481,217,0,0,47,0.00029792278095069100,2117,85,24.9058823529,0,1,0,0,0,1,0.0,0,0
88,411,0,6080,1905,0,0,419,106,451,312,-312,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
71,715,0,380,800,217,13262,388,481,194,-12560,-194,25,0.00014400921658986200,307,42,7.3095238095,0,0,0,0,0,1,0.0,0,0
21,465,0,465,999,0,0,708,347,739,557,-557,186,0.00000000000000000000,145,145,1,0,0,0,0,0,1,0.0,0,0
12,1196,1,35,83,397,1453,429,347,63,-896,-63,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
97,1695,1,44,1292,78,306,78,606,44,435,-44,40,0.00039691990156386400,945,61,15.4918032787,0,0,0,0,0,0,0.0,0,0
14,471,0,465,999,0,0,491,347,522,557,-522,171,0.00000000000000000000,112,112,1,0,0,0,0,0,1,0.0,0,0
97,17,0,16,16,0,0,78,606,122,741,-122,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
20,1163,1,31,210,646,347,677,347,62,210,-62,3,0.00002211410880141530,12,5,2.4,0,0,0,0,0,0,0.0,0,0
137,331,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
137,172,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
5,329,1,97,82,80,1300,49,1298,-1,84,-1,1,0.00015243902439024400,0,0,0,0,0,0,0,0,1,0.0,0,0
39,1419,0,0,0,0,0,83,1027,124,1111,-124,6,0.00000000000000000000,124,10,12.4,0,0,0,0,0,1,0.0,0,0
72,11,1,29,42,567,821,411,481,-133,-119,-119,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
178,50,0,500,1905,0,0,230,322,261,522,-261,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
75,1151,0,366,727,217,702,480,481,286,0,0,53,0.00033595547639120400,2803,98,28.6020408163,0,1,0,0,0,1,0.0,0,0
96,5,0,16,16,668,-1836,78,482,-546,2442,-546,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.0,0,0
187,31,1,90,488,1043,322,510,322,-502,200,-200,51,0.00010019961334737400,1449,77,18.8181818182,0,0,0,0,0,1,0.0,0,0
38,888,0,592,1402,0,0,83,907,124,1011,-124,48,0.00000000000000000000,1285,93,13.8172043011,0,1,0,1,0,1,0.0,0,0
73,1144,0,366,727,217,702,434,481,240,0,0,69,0.00043737599756590700,3888,131,29.679389313,0,1,0,0,0,1,0.0,0,0
45,40,0,525,499,0,0,372,30,395,246,-246,25,0.00000000000000000000,949,46,20.6304347826,0,0,0,0,0,1,0.0,0,0
68,6,1,29,29,567,530,319,481,-225,172,-172,0,0.00000000000000000000,1,1,1,0,0,0,0,0,0,0.0,0,0
184,89,0,500,1905,0,0,417,322,449,522,-449,9,0.00000000000000000000,679,17,39.9411764706,0,0,0,0,0,1,0.0,0,0
137,106,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
96,332,1,0,1272,122,316,78,482,0,290,0,155,0.00099881431075368600,3277,276,11.8731884058,0,1,0,0,0,1,0.0,0,0
36,624,0,0,0,0,0,83,702,124,775,-124,45,0.00000000000000000000,1011,87,11.6206896552,0,1,0,1,0,1,0.0,0,0
137,575,0,0,0,0,0,345,1105,397,1232,-397,1,0.00000000000000000000,3,1,3,0,0,0,0,0,0,0.0,0,0
19,350,0,360,755,0,0,622,352,659,552,-552,121,0.00000000000000000000,662,220,3.0090909091,0,1,0,0,0,1,0.0,1,0
