%Attribute xbi= 1, quando existir xbi independente do browser.

@RELATION dataset
@ATTRIBUTE height NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE top NUMERIC
@ATTRIBUTE left NUMERIC
@ATTRIBUTE parent-top NUMERIC
@ATTRIBUTE parent-left NUMERIC
@ATTRIBUTE prev-sibling-top NUMERIC
@ATTRIBUTE prev-sibling-left NUMERIC
@ATTRIBUTE next-sibling-top NUMERIC
@ATTRIBUTE next-sibling-left NUMERIC
@ATTRIBUTE height1 NUMERIC
@ATTRIBUTE width1 NUMERIC
@ATTRIBUTE top1 NUMERIC
@ATTRIBUTE left1 NUMERIC
@ATTRIBUTE parent-top1 NUMERIC
@ATTRIBUTE parent-left1 NUMERIC
@ATTRIBUTE prev-sibling-top1 NUMERIC
@ATTRIBUTE prev-sibling-left1 NUMERIC
@ATTRIBUTE next-sibling-top1 NUMERIC
@ATTRIBUTE next-sibling-left1 NUMERIC
@ATTRIBUTE height2 NUMERIC
@ATTRIBUTE width2 NUMERIC
@ATTRIBUTE top2 NUMERIC
@ATTRIBUTE left2 NUMERIC
@ATTRIBUTE parent-top2 NUMERIC
@ATTRIBUTE parent-left2 NUMERIC
@ATTRIBUTE prev-sibling-top2 NUMERIC
@ATTRIBUTE prev-sibling-left2 NUMERIC
@ATTRIBUTE next-sibling-top2 NUMERIC
@ATTRIBUTE next-sibling-left2 NUMERIC
@ATTRIBUTE chi-squared NUMERIC
@ATTRIBUTE chi-squared-1	NUMERIC
@ATTRIBUTE chi-squared-2	NUMERIC
@ATTRIBUTE diff NUMERIC
@ATTRIBUTE diff-1 NUMERIC
@ATTRIBUTE diff-2 NUMERIC

@ATTRIBUTE Result {0,1}

@DATA

233,1024,0,0,0,0,0,0,0,0,640,1024,0,0,0,0,0,0,0,0,656,1280,0,0,0,0,0,0,0,0,0.0,0.0,0.5121188428459734,0.0,0.0,494525.0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
20,264,285,512,0,0,129,512,300,512,20,265,285,512,0,0,130,512,300,512,20,271,285,512,0,0,129,512,300,512,0.0,2490709173390290,18256409078107300,0.0,526588.0,944160.0,1,
48,366,300,512,0,0,285,512,350,512,48,365,300,512,0,0,285,512,350,512,48,376,300,512,0,0,285,512,350,512,0.0,696472921311911,4302443861911440,0.0,1186583.0,2247093.0,1,
17,0,309,878,300,512,285,512,350,512,20,0,308,877,300,512,285,512,350,512,17,0,309,888,300,512,285,512,350,512,0.0,0.0,0.0,0.0,0.0,0.0,0,
108,381,350,512,0,0,300,512,379,893,108,380,350,512,0,0,300,512,0,0,108,393,350,512,0,0,300,512,0,0,0.0,1715717112675670,15461197198217100,0.0,3763249.0,6087701.0,1,
17,0,359,874,350,512,300,512,379,884,20,0,358,873,350,512,300,512,378,882,17,0,359,885,350,512,300,512,379,893,0.0,0.0,0.45,0.0,0.0,847.0,0,
17,0,379,884,350,512,359,874,399,892,20,0,378,882,350,512,358,873,398,892,17,0,379,893,350,512,359,885,399,904,0.0,0.0,0.2,0.0,0.0,1242.0,0,
17,0,399,892,350,512,379,884,419,867,20,0,398,892,350,512,378,882,418,867,17,0,399,904,350,512,379,893,419,878,0.0,16363636363636300,9363636363636360,0.0,1416.0,2430.0,0,
17,0,419,867,350,512,399,892,-1,-1,20,0,418,867,350,512,398,892,0,0,17,0,419,878,350,512,399,904,0,0,0.0,0.0,4.05,0.0,0.0,2008.0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
233,1024,0,0,0,0,0,0,0,0,233,1024,0,0,0,0,0,0,0,0,233,1280,0,0,0,0,0,0,0,0,0.0,0.0,0.1821735731039875,0.0,0.0,175915.0,0,
233,1280,0,0,0,0,0,0,0,0,233,1280,0,0,0,0,0,0,0,0,233,1280,0,0,0,0,0,0,0,0,0.0,0.0,0.1821735731039875,0.0,0.0,56153.0,0,
